PO_NO,PL_NO,DLVRY_START_DT,DLVRY_END_DT,DLVRY_QTY,DROP_FLAG,EXTND_DP,RNOTE_QTY,IMMS_PO_SR
BP180362,MLVZ,22-01-19,06-02-19,2100,N,06-02-19,0,
BP180363,MLHIS40,22-01-19,06-02-19,100,N,06-02-19,0,
BP180364,MLOXP,22-01-19,06-02-19,120,N,06-02-19,0,
BP180365,MLFR40,22-01-19,06-02-19,15000,N,06-02-19,0,
BP180366,MLFAFP,22-01-19,06-02-19,2,N,06-02-19,0,
BP180367,MLDAFP,22-01-19,06-02-19,2,N,06-02-19,0,
BP180368,MLFGF,22-01-19,06-02-19,60,N,06-02-19,0,
BP180369,MLJELL,22-01-19,06-02-19,100,N,06-02-19,0,
BP180370,MLTCGR,22-01-19,06-02-19,392,N,06-02-19,0,
BP180371,MLENX4,22-01-19,06-02-19,21,N,06-02-19,0,
BP180372,MLRB1,22-01-19,06-02-19,140,N,06-02-19,0,
BP180373,ML6000,24-01-19,08-02-19,45,N,08-02-19,0,
BP180374,MLITCZ,24-01-19,08-02-19,3800,N,08-02-19,0,
BP180375,MLBSPR,24-01-19,08-02-19,3700,N,08-02-19,0,
BP180376,MLPCM,24-01-19,08-02-19,45000,N,08-02-19,0,
BP180377,MLCLB1,24-01-19,08-02-19,4500,N,08-02-19,0,
BP180378,MLCLB5,24-01-19,08-02-19,5500,N,08-02-19,0,
BP180379,MLVLDM1,24-01-19,08-02-19,800,N,08-02-19,0,
BP180380,MLQTIP5,24-01-19,08-02-19,1320,N,08-02-19,0,
BP180381,MLEMGF,24-01-19,08-02-19,500,N,08-02-19,0,
BP180382,MLCS15,24-01-19,08-02-19,130,N,08-02-19,0,
BP180383,MLBC10,25-01-19,09-02-19,3840,N,09-02-19,0,
BP180384,MLD5,31-01-19,15-02-19,1450,N,15-02-19,0,
BP180385,MLD75,31-01-19,15-02-19,3300,N,15-02-19,0,
BP180386,MLKMBG1,31-01-19,15-02-19,434,N,15-02-19,0,
BP180387,MLCLPR,31-01-19,15-02-19,1000,N,15-02-19,0,
BP180388,ML76025A,31-01-19,15-02-19,1500,N,15-02-19,0,
BP180389,MLAT20,01-02-19,16-02-19,22000,N,16-02-19,0,
BP180390,MLTENMT1,01-02-19,16-02-19,2200,N,24-09-19,0,
BP180391,MLBSP2.5,02-02-19,17-02-19,6500,N,17-02-19,0,
BP180392,MLLIN5,02-02-19,17-02-19,470,N,17-02-19,0,
BP180393,MLTG572,02-02-19,17-02-19,300,N,17-02-19,0,
BP180394,MLNEBA,02-02-19,17-02-19,105,N,17-02-19,0,
BP180395,MLITC2,02-02-19,17-02-19,1000,N,17-02-19,0,
BP180396,MLDOXP,04-02-19,20-02-19,4500,N,20-02-19,0,
BP180397,MLSTP4,04-02-19,20-02-19,400,N,20-02-19,0,
BP180398,MLGBNT,04-02-19,20-02-19,1380,N,20-02-19,0,
BP180399,MLJNUM,04-02-19,20-02-19,900,N,20-02-19,0,
BP180400,MLNEBP,04-02-19,20-02-19,100,N,20-02-19,0,
BP180401,MLTO10,04-02-19,20-02-19,8800,N,20-02-19,0,
BP180402,ML73010,04-02-19,20-02-19,800,N,20-02-19,0,
BP180403,MLP4TC,05-02-19,20-02-19,5000,N,20-02-19,0,
BP180404,MLLNTP,05-02-19,20-02-19,75,N,20-02-19,0,
BP180405,MLOLMS2,06-02-19,21-02-19,11000,N,21-02-19,0,
BP180406,MLMPRED4,06-02-19,21-02-19,12000,N,21-02-19,0,
BP180407,MLCALS,06-02-19,21-02-19,300,N,21-02-19,0,
BP180408,MLMPRD,06-02-19,21-02-19,3500,N,21-02-19,0,
BP180409,MLMPAT,06-02-19,21-02-19,1100,N,21-02-19,0,
BP180410,ML73043,06-02-19,21-02-19,36000,N,21-02-19,0,
BP180411,MLTMZT,06-02-19,21-02-19,2500,N,21-02-19,0,
BP180412,MLISOMN,06-02-19,21-02-19,3300,N,21-02-19,0,
BP180413,MLGLM3,06-02-19,21-02-19,4200,N,21-02-19,0,
BP180414,MLBGS,06-02-19,21-02-19,1350,N,21-02-19,0,
BP180415,MLMUCM,06-02-19,21-02-19,80,N,21-02-19,0,
BP180416,MLLTHM4,08-02-19,23-02-19,900,N,23-02-19,0,
BP180417,MLE64,13-02-19,28-02-19,1000,N,28-02-19,0,
BP180418,MLMLFX,15-02-19,02-03-19,2000,N,02-03-19,0,
BP180419,MLD10,16-02-19,03-03-19,420,N,03-03-19,0,
BP180420,MLMICRA,18-02-19,05-03-19,2,N,05-03-19,0,
BP180421,MLM360,20-02-19,07-03-19,80,N,07-03-19,0,
BP180422,MLVALG,20-02-19,07-03-19,30,N,07-03-19,0,
BP180423,MLT15,22-02-19,09-03-19,250,N,09-03-19,0,
BP180424,MLSH1,22-02-19,09-03-19,80,N,09-03-19,0,
BP180425,MLUC,25-02-19,12-03-19,2000,N,12-03-19,0,
BP180426,MLT20,27-02-19,14-03-19,5600,N,14-03-19,0,
BP180427,MLTITK,27-02-19,14-03-19,90,N,14-03-19,0,
BP180428,ML4000,27-02-19,14-03-19,72,N,14-03-19,0,
BP180429,MLJANU1,27-02-19,14-03-19,960,N,14-03-19,0,
BP180430,MLEPT,28-02-19,15-03-19,650,N,15-03-19,0,
BP180431,MLLIPIVL,05-03-19,20-03-19,3200,N,20-03-19,0,
BP180432,MLBSPR,05-03-19,20-03-19,4800,N,20-03-19,0,
BP180433,ML6000,09-03-19,24-03-19,45,N,24-03-19,0,
BP180434,MLVFND,12-03-19,27-03-19,48,N,27-03-19,0,
BP180435,MLTH12.5,13-03-19,28-03-19,13500,N,28-03-19,0,
BP180436,MLBGS,12-03-19,27-03-19,1350,N,27-03-19,0,
BP180437,MLTCL5,12-03-19,27-03-19,720,N,27-03-19,0,
BP180438,MLTRCM,14-03-19,29-03-19,250,N,29-03-19,0,
BP180439,MLTCL5,14-03-19,29-03-19,1300,N,29-03-19,0,
BP180440,MLM360,14-03-19,29-03-19,600,N,29-03-19,0,
BP180441,MLVALG,14-03-19,29-03-19,80,N,29-03-19,0,
BP180442,MLTRBO,27-03-19,11-04-19,500,N,11-04-19,0,
BP180443,MLFVX,27-03-19,11-04-19,1000,N,11-04-19,0,
BP180444,MLCRX5,27-03-19,11-04-19,500,N,11-04-19,0,
BP180445,MLBSPR,27-03-19,11-04-19,4900,N,11-04-19,0,
BP180446,MLIRS,27-03-19,11-04-19,350,N,11-04-19,0,
BP180447,MLVLDM1,27-03-19,11-04-19,750,N,11-04-19,0,
BP180448,MLD10,27-03-19,11-04-19,420,N,11-04-19,0,
BP180449,MLKMBG1,27-03-19,11-04-19,427,N,11-04-19,0,
BP180450,MLGBNT,27-03-19,11-04-19,5000,N,11-04-19,0,
BP180451,MLROSU40,27-03-19,11-04-19,1500,N,11-04-19,0,
BP180452,MLNZOL,27-03-19,11-04-19,10500,N,11-04-19,0,
BP180453,MLLULC,27-03-19,11-04-19,500,N,11-04-19,0,
BP180454,ML80754,28-03-19,12-04-19,1,N,12-04-19,0,
BP180455,MLUREAM,28-03-19,12-04-19,1,N,12-04-19,0,
BP180456,MLFT3K,28-03-19,12-04-19,2,N,12-04-19,0,
BP180457,MLVDFT4,28-03-19,12-04-19,2,N,12-04-19,0,
BP180458,MLTSH3,28-03-19,12-04-19,2,N,12-04-19,0,
BP180459,ML80759,28-03-19,12-04-19,2,N,12-04-19,0,
BP180460,ML80760,28-03-19,12-04-19,2,N,12-04-19,0,
BP180461,MLHIRC,29-03-19,13-04-19,120,N,13-04-19,0,
BP180462,MLANA1,29-03-19,13-04-19,300,N,13-04-19,0,
BP180463,MLTRGN,29-03-19,13-04-19,470,N,13-04-19,0,
BP180464,MLTRSB,29-03-19,13-04-19,12,N,13-04-19,0,
BP180465,ML72076A,29-03-19,13-04-19,23000,N,13-04-19,0,
BP180466,MLBSP2.5,29-03-19,13-04-19,5000,N,13-04-19,0,
BP180467,MLVETR8,29-03-19,13-04-19,4300,N,13-04-19,0,
BP180468,MLCF50,29-03-19,13-04-19,650,N,13-04-19,0,
BP180469,MLAMNT,30-03-19,14-04-19,300,N,14-04-19,0,
BP180470,MLAMCE,30-03-19,14-04-19,3000,N,14-04-19,0,
BP190001,ML72076S,03-04-19,18-04-19,2500,N,18-04-19,0,
BP190002,MLOH40,03-04-19,18-04-19,2000,N,18-04-19,0,
BP190003,MLTLAM,03-04-19,18-04-19,7500,N,18-04-19,0,
BP190004,MLTRBT,03-04-19,18-04-19,4500,N,18-04-19,0,
BP190005,MLRTMC,03-04-19,18-04-19,4000,N,18-04-19,0,
BP190006,MLSTCP,03-04-19,18-04-19,400,N,18-04-19,0,
BP190007,MLJANU1,03-04-19,18-04-19,945,N,18-04-19,0,
BP190008,MLJNUM,03-04-19,18-04-19,960,N,18-04-19,0,
BP190009,ML60003,03-04-19,18-04-19,600,N,18-04-19,0,
BP190010,MLCS15,03-04-19,18-04-19,120,N,18-04-19,0,
BP190011,ML60057,06-04-19,21-04-19,8000,N,21-04-19,0,
BP190012,MLATOR4,08-04-19,23-04-19,2000,N,23-04-19,0,
BP190013,MLLFM,08-04-19,23-04-19,1,N,23-04-19,0,
BP190014,MLCIL5,08-04-19,23-04-19,2000,N,23-04-19,0,
BP190015,MLCMC5,08-04-19,23-04-19,500,N,23-04-19,0,
BP190016,MLEECA,08-04-19,23-04-19,861,N,23-04-19,0,
BP190017,ML69803,08-04-19,23-04-19,21000,N,23-04-19,0,
BP190018,MLECH,08-04-19,23-04-19,2,N,23-04-19,0,
BP190019,MLSEB,08-04-19,23-04-19,1,N,23-04-19,0,
BP190020,MLDRZT,08-04-19,23-04-19,30,N,23-04-19,0,
BP190021,MLDOMS,08-04-19,23-04-19,200,N,23-04-19,0,
BP190022,MLTENMT1,08-04-19,23-04-19,2500,N,23-04-19,0,
BP190023,MLMLLC,08-04-19,23-04-19,13000,N,23-04-19,0,
BP190024,MLTMDT,08-04-19,23-04-19,5000,N,23-04-19,0,
BP190025,MLZLP,10-04-19,25-04-19,4000,N,25-04-19,0,
BP190026,MLMP2,10-04-19,25-04-19,1400,N,25-04-19,0,
BP190027,MLDPHL,10-04-19,25-04-19,150,N,25-04-19,0,
BP190028,ML72065,10-04-19,25-04-19,2500,N,25-04-19,0,
BP190029,MLPRZPR,10-04-19,25-04-19,2500,N,25-04-19,0,
BP190030,ML73010,10-04-19,25-04-19,1200,N,25-04-19,0,
BP190031,MLWXED,10-04-19,25-04-19,200,N,25-04-19,0,
BP190032,MLLVS2,10-04-19,25-04-19,2500,N,25-04-19,0,
BP190033,MLSLFN,10-04-19,25-04-19,400,N,25-04-19,0,
BP190034,ML60060,10-04-19,25-04-19,8000,N,25-04-19,0,
BP190035,MLNTG25,11-04-19,26-04-19,12000,N,26-04-19,0,
BP190036,MLONDI,12-04-19,27-04-19,2500,N,27-04-19,0,
BP190037,MLEMGF,12-04-19,27-04-19,460,N,27-04-19,0,
BP190038,MLDRF7,13-04-19,28-04-19,200,N,28-04-19,0,
BP190039,MLFXS,13-04-19,28-04-19,200,N,28-04-19,0,
BP190040,MLCALA,13-04-19,28-04-19,1500,N,28-04-19,0,
BP190041,MLMTX75,13-04-19,28-04-19,1000,N,28-04-19,0,
BP190042,MLIVA,13-04-19,28-04-19,600,N,28-04-19,0,
BP190043,MLGTPD,13-04-19,28-04-19,100,N,28-04-19,0,
BP190044,MLGND65,15-04-19,30-04-19,400,N,30-04-19,0,
BP190045,MLTCLM1,15-04-19,30-04-19,180,N,30-04-19,0,
BP190046,MLBGS,15-04-19,30-04-19,1350,N,30-04-19,0,
BP190047,MLGLU15,15-04-19,30-04-19,10000,N,30-04-19,0,
BP190048,MLECH5,15-04-19,30-04-19,1800,N,30-04-19,0,
BP190049,MLMPRD,15-04-19,30-04-19,3000,N,30-04-19,0,
BP190050,MLE64,15-04-19,30-04-19,2500,N,30-04-19,0,
BP190051,ML6000,15-04-19,30-04-19,45,N,30-04-19,0,
BP190052,MLCSAO,16-04-19,01-05-19,100,N,01-05-19,0,
BP190053,MLEL75,16-04-19,01-05-19,9000,N,01-05-19,0,
BP190054,ML61981,16-04-19,01-05-19,4500,N,01-05-19,0,
BP190055,ML65044,16-04-19,01-05-19,200,N,01-05-19,0,
BP190056,MLLIPIVL,16-04-19,01-05-19,3200,N,01-05-19,0,
BP190057,MLEL100,16-04-19,01-05-19,20000,N,01-05-19,0,
BP190058,MLSER3,16-04-19,01-05-19,50,N,01-05-19,0,
BP190059,MLOXCRB,16-04-19,01-05-19,1000,N,01-05-19,0,
BP190060,MLDTZM,16-04-19,01-05-19,2500,N,01-05-19,0,
BP190061,MLCSAO,16-04-19,01-05-19,100,N,01-05-19,0,
BP190062,ML60025,16-04-19,01-05-19,5700,N,01-05-19,0,
BP190063,MLSXMT,16-04-19,01-05-19,490,N,01-05-19,0,
BP190064,MLTELMAH,18-04-19,03-05-19,5000,N,03-05-19,0,
BP190065,MLDTON,18-04-19,03-05-19,450,N,03-05-19,0,
BP190066,MLTCTD80,18-04-19,03-05-19,2000,N,03-05-19,0,
BP190067,MLTORS,18-04-19,03-05-19,3800,N,03-05-19,0,
BP190068,MLDOXP,18-04-19,03-05-19,1500,N,03-05-19,0,
BP190069,MLAP,18-04-19,03-05-19,4200,N,03-05-19,0,
BP190070,MLTLMA,18-04-19,03-05-19,15600,N,03-05-19,0,
BP190071,MLMLFX,18-04-19,03-05-19,1800,N,03-05-19,0,
BP190072,MLHP,18-04-19,03-05-19,50,N,03-05-19,0,
BP190073,MLDP500,18-04-19,03-05-19,800,N,03-05-19,0,
BP190074,MLIDAT,20-04-19,05-05-19,100,N,05-05-19,0,
BP190075,ML60045A,23-04-19,08-05-19,250,N,08-05-19,0,
BP190076,ML60045A,23-04-19,08-05-19,250,N,08-05-19,0,
BP190077,MLQTIPT,24-04-19,09-05-19,1500,N,09-05-19,0,
BP190078,ML60992,30-04-19,15-05-19,2000,N,15-05-19,0,
BP190079,MLIN1.5,30-04-19,15-05-19,2000,N,15-05-19,0,
BP190080,MLP4TC,30-04-19,15-05-19,3500,N,15-05-19,0,
BP190081,MLLIN5,30-04-19,15-05-19,460,N,15-05-19,0,
BP190082,MLINB,06-05-19,21-05-19,90,N,21-05-19,0,
BP190083,MLANDT,06-05-19,21-05-19,132,N,21-05-19,0,
BP190084,MLVAL1,09-05-19,24-05-19,90,N,24-05-19,0,
BP190085,MLRF10,09-05-19,24-05-19,2000,N,24-05-19,0,
BP190086,MLD10,09-05-19,24-05-19,434,N,24-05-19,0,
BP190087,ML72060,09-05-19,24-05-19,13000,N,24-05-19,0,
BP190088,MLTNFR,09-05-19,24-05-19,510,N,24-05-19,0,
BP190089,MLPLPR,09-05-19,24-05-19,85,N,24-05-19,0,
BP190090,MLITCZ,09-05-19,24-05-19,4000,N,24-05-19,0,
BP190091,MLJANU1,09-05-19,24-05-19,960,N,24-05-19,0,
BP190092,MLVALG,09-05-19,24-05-19,20,N,24-05-19,0,
BP190093,MLCLONG,09-05-19,24-05-19,2000,N,24-05-19,0,
BP190094,MLITC2,10-05-19,25-05-19,2700,N,25-05-19,0,
BP190095,MLTRBT,10-05-19,25-05-19,4060,N,25-05-19,0,
BP190096,MLFB200R,10-05-19,25-05-19,5040,N,25-05-19,0,
BP190097,MLMTPX5,10-05-19,25-05-19,9000,N,25-05-19,0,
BP190098,MLONGZ,10-05-19,25-05-19,504,N,25-05-19,0,
BP190099,MLRDSR,10-05-19,25-05-19,14000,N,25-05-19,0,
BP190100,MLTO10,11-05-19,26-05-19,7500,N,26-05-19,0,
BP190101,MLSIL,11-05-19,26-05-19,1100,N,26-05-19,0,
BP190102,MLPCMS,11-05-19,26-05-19,750,N,26-05-19,0,
BP190103,ML62190,11-05-19,26-05-19,200,N,26-05-19,0,
BP190104,MLDNTG,11-05-19,26-05-19,250,N,26-05-19,0,
BP190105,MLCHMOG,11-05-19,26-05-19,200,N,26-05-19,0,
BP190106,MLLZIN,14-05-19,29-05-19,1000,N,29-05-19,0,
BP190107,MLPRIT,14-05-19,29-05-19,1300,N,29-05-19,0,
BP190108,MLGND75,14-05-19,29-05-19,800,N,29-05-19,0,
BP190109,MLHCG,14-05-19,29-05-19,85,N,29-05-19,0,
BP190110,MLXM5,14-05-19,29-05-19,200,N,29-05-19,0,
BP190111,MLSLD,14-05-19,29-05-19,500,N,29-05-19,0,
BP190112,MLCBC,14-05-19,29-05-19,1900,N,29-05-19,0,
BP190113,MLSXMT,14-05-19,29-05-19,490,N,29-05-19,0,
BP190114,MLAZAR,14-05-19,29-05-19,18000,N,29-05-19,0,
BP190115,MLTLAM,14-05-19,29-05-19,8000,N,29-05-19,0,
BP190116,MLGTPD,14-05-19,29-05-19,100,N,29-05-19,0,
BP190117,MLCNB,14-05-19,29-05-19,100,N,29-05-19,0,
BP190118,MLSNDP,14-05-19,29-05-19,2000,N,29-05-19,0,
BP190119,MLVCTP,14-05-19,29-05-19,2000,N,29-05-19,0,
BP190120,MLEPT,14-05-19,29-05-19,1500,N,29-05-19,0,
BP190121,MLQCKT,14-05-19,29-05-19,2,N,29-05-19,0,
BP190122,MLLDC,14-05-19,29-05-19,20,N,29-05-19,0,
BP190123,MLTPVA,15-05-19,30-05-19,10,N,30-05-19,0,
BP190124,MLAMCE,20-05-19,04-06-19,3300,N,04-06-19,0,
BP190125,MLECH5,20-05-19,04-06-19,1800,N,04-06-19,0,
BP190126,MLEECA,20-05-19,04-06-19,294,N,04-06-19,0,
BP190127,ML60045A,20-05-19,04-06-19,400,N,04-06-19,0,
BP190128,MLGND7,20-05-19,04-06-19,500,N,04-06-19,0,
BP190129,MLCB,20-05-19,04-06-19,250,N,04-06-19,0,
BP190130,MLDOMS,20-05-19,04-06-19,300,N,04-06-19,0,
BP190131,MLFXS,20-05-19,04-06-19,150,N,04-06-19,0,
BP190132,MLCSAO,20-05-19,04-06-19,200,N,04-06-19,0,
BP190133,MLBSPR,20-05-19,04-06-19,7500,N,04-06-19,0,
BP190134,MLGBNT,20-05-19,04-06-19,5000,N,04-06-19,0,
BP190135,MLAT20,20-05-19,04-06-19,15500,N,04-06-19,0,
BP190136,MLE64,20-05-19,04-06-19,3500,N,04-06-19,0,
BP190137,ML80290,22-05-19,06-06-19,110,N,06-06-19,0,
BP190138,MLPRZPR,23-05-19,07-06-19,2500,N,07-06-19,0,
BP190139,MLQTIPT,23-05-19,07-06-19,1300,N,07-06-19,0,
BP190140,MLAT1,23-05-19,07-06-19,780,N,07-06-19,0,
BP190141,MLTCTD80,23-05-19,07-06-19,2500,N,07-06-19,0,
BP190142,MLNTG25,23-05-19,07-06-19,6500,N,07-06-19,0,
BP190143,MLTELMAH,23-05-19,07-06-19,10000,N,07-06-19,0,
BP190144,MLPMS,23-05-19,07-06-19,1,N,07-06-19,0,
BP190145,MLPM15,23-05-19,07-06-19,1,N,07-06-19,0,
BP190146,ML72065,23-05-19,07-06-19,2500,N,07-06-19,0,
BP190147,ML72076S,23-05-19,07-06-19,1500,N,07-06-19,0,
BP190148,MLNTG25,23-05-19,07-06-19,6500,N,07-06-19,0,
BP190149,MLKMBG1,23-05-19,07-06-19,441,N,07-06-19,0,
BP190150,MLGLM3,23-05-19,07-06-19,2600,N,07-06-19,0,
BP190151,MLINB,23-05-19,07-06-19,50,N,07-06-19,0,
BP190152,MLINB,23-05-19,07-06-19,50,N,07-06-19,0,
BP190153,MLJANU15,23-05-19,07-06-19,960,N,07-06-19,0,
BP190154,MLSTCP,25-05-19,09-06-19,400,N,09-06-19,0,
BP190155,MLDVNZ5,25-05-19,09-06-19,1000,N,09-06-19,0,
BP190156,MLOG,25-05-19,09-06-19,900,N,09-06-19,0,
BP190157,ML73010,30-05-19,14-06-19,600,N,14-06-19,0,
BP190158,ML64603,30-05-19,14-06-19,72,N,14-06-19,0,
BP190159,MLCAVT,30-05-19,14-06-19,55500,N,14-06-19,0,
BP190160,MLATORF,30-05-19,14-06-19,5200,N,14-06-19,0,
BP190161,ML73010,30-05-19,14-06-19,600,N,14-06-19,0,
BP190162,MLGLMF,30-05-19,14-06-19,11000,N,14-06-19,0,
BP190163,MLSER3,04-06-19,19-06-19,100,N,19-06-19,0,
BP190164,MLTRMP,04-06-19,19-06-19,2800,N,19-06-19,0,
BP190165,MLBTED,08-06-19,23-06-19,50,N,02-11-19,0,
BP190166,MLM5037,08-06-19,23-06-19,36,N,23-06-19,0,
BP190167,MLBSP2.5,08-06-19,23-06-19,5000,N,23-06-19,0,
BP190168,MLPMO,08-06-19,23-06-19,100,N,23-06-19,0,
BP190169,MLM5062,08-06-19,23-06-19,36,N,23-06-19,0,
BP190170,MLAL1,08-06-19,23-06-19,4000,N,23-06-19,0,
BP190171,ML72481,08-06-19,23-06-19,3332,N,23-06-19,0,
BP190172,ML60019,08-06-19,23-06-19,3500,N,23-06-19,0,
BP190173,ML75740S,08-06-19,23-06-19,110,N,23-06-19,0,
BP190174,ML72481,08-06-19,23-06-19,3332,N,23-06-19,0,
BP190175,ML6000,08-06-19,23-06-19,50,N,23-06-19,0,
BP190176,ML72481,08-06-19,23-06-19,3332,N,23-06-19,0,
BP190177,MLD10,08-06-19,23-06-19,448,N,23-06-19,0,
BP190178,MLTCGR,08-06-19,23-06-19,392,N,23-06-19,0,
BP190179,MLC6T,12-06-19,27-06-19,300,N,27-06-19,0,
BP190180,MLHCT12,12-06-19,27-06-19,5000,N,27-06-19,0,
BP190181,ML80434,12-06-19,27-06-19,12,N,27-06-19,0,
BP190182,MLORS,12-06-19,27-06-19,2100,N,27-06-19,0,
BP190183,MLBMRT,12-06-19,27-06-19,30,N,27-06-19,0,
BP190184,MLDMAS,12-06-19,27-06-19,700,N,27-06-19,0,
BP190185,MLFMR,12-06-19,27-06-19,10000,N,27-06-19,0,
BP190186,MLAZ500,12-06-19,27-06-19,2400,N,27-06-19,0,
BP190187,MLHPEG,12-06-19,27-06-19,62,N,27-06-19,0,
BP190188,MLFB200I,12-06-19,27-06-19,100,N,27-06-19,0,
BP190189,MLONGZ,12-06-19,27-06-19,532,N,27-06-19,0,
BP190190,MLTLMA,12-06-19,27-06-19,18000,N,27-06-19,0,
BP190191,MLBUDR,12-06-19,27-06-19,1500,N,27-06-19,0,
BP190192,ML71150,13-06-19,28-06-19,7000,N,28-06-19,0,
BP190193,MLAMITRI,15-06-19,30-06-19,5000,N,30-06-19,0,
BP190194,MLGLU15,15-06-19,30-06-19,5000,N,30-06-19,0,
BP190195,MLISM,15-06-19,30-06-19,350,N,30-06-19,0,
BP190196,MLMOMAT,15-06-19,30-06-19,300,N,30-06-19,0,
BP190197,MLGND65,18-06-19,03-07-19,1350,N,03-07-19,0,
BP190198,MLGND7,18-06-19,03-07-19,1500,N,03-07-19,0,
BP190199,MLGND75,18-06-19,03-07-19,1400,N,03-07-19,0,
BP190200,MLGLUT,18-06-19,03-07-19,15,N,03-07-19,0,
BP190201,MLNFT1,18-06-19,03-07-19,1200,N,03-07-19,0,
BP190202,MLLBT,18-06-19,03-07-19,2500,N,03-07-19,0,
BP190203,MLKMBG1,18-06-19,03-07-19,490,N,03-07-19,0,
BP190204,MLLBT,18-06-19,03-07-19,2500,N,03-07-19,0,
BP190205,MLISOMN,18-06-19,03-07-19,2100,N,03-07-19,0,
BP190206,MLLTAN,20-06-19,06-07-19,6000,N,06-07-19,0,
BP190207,MLMC747,20-06-19,06-07-19,6,N,06-07-19,0,
BP190208,MLROB2,20-06-19,06-07-19,2500,N,06-07-19,0,
BP190209,MLEECA,20-06-19,06-07-19,420,N,06-07-19,0,
BP190210,MLROB2,20-06-19,06-07-19,2500,N,06-07-19,0,
BP190211,ML656901,20-06-19,06-07-19,3500,N,06-07-19,0,
BP190212,MLIRS,20-06-19,06-07-19,200,N,06-07-19,0,
BP190213,MLMEZM,20-06-19,06-07-19,6,N,06-07-19,0,
BP190214,MLBCF,21-06-19,06-07-19,26000,N,06-07-19,0,
BP190215,ML60025,22-06-19,07-07-19,2100,N,07-07-19,0,
BP190216,MLHD,26-06-19,04-09-19,150,N,04-09-19,0,
BP190217,ML80434,26-06-19,11-07-19,36,N,11-07-19,0,
BP190218,MLCAVT,26-06-19,11-07-19,55500,N,11-07-19,0,
BP190219,MLCLONG,26-06-19,11-07-19,2000,N,11-07-19,0,
BP190220,ML74622,26-06-19,11-07-19,700,N,11-07-19,0,
BP190221,ML72076,28-06-19,13-07-19,40000,N,13-07-19,0,
BP190222,ML80224,28-06-19,13-07-19,20,N,13-07-19,0,
BP190223,MLMOXE,28-06-19,13-07-19,250,N,13-07-19,0,
BP190224,MLDLON1,28-06-19,13-07-19,800,N,13-07-19,0,
BP190225,MLNMZ2,28-06-19,13-07-19,1100,N,13-07-19,0,
BP190226,MLNMZ1,28-06-19,13-07-19,2000,N,13-07-19,0,
BP190227,MLTELMAH,28-06-19,13-07-19,5000,N,13-07-19,0,
BP190228,MLDOXP,28-06-19,13-07-19,1800,N,13-07-19,0,
BP190229,MLATOR4,28-06-19,13-07-19,6000,N,13-07-19,0,
BP190230,MLCALC,28-06-19,13-07-19,2000,N,13-07-19,0,
BP190231,MLACTHI,28-06-19,13-07-19,2800,N,13-07-19,0,
BP190232,MLSH1,28-06-19,13-07-19,85,N,13-07-19,0,
BP190233,MLPHP,28-06-19,13-07-19,14000,N,13-07-19,0,
BP190234,MLVLDM,28-06-19,13-07-19,960,N,13-07-19,0,
BP190235,ML73411A,28-06-19,13-07-19,1400,N,13-07-19,0,
BP190236,MLRDSR,28-06-19,13-07-19,16000,N,13-07-19,0,
BP190237,MLLIPIVL,28-06-19,13-07-19,3500,N,13-07-19,0,
BP190238,MLAT20,28-06-19,13-07-19,16000,N,13-07-19,0,
BP190239,ML650205,01-07-19,16-07-19,30,N,16-07-19,0,
BP190240,MLFXS,01-07-19,16-07-19,500,N,16-07-19,0,
BP190241,ML73400,01-07-19,16-07-19,2500,N,16-07-19,0,
BP190242,ML80289,01-07-19,16-07-19,200,N,16-07-19,0,
BP190243,ML65027,01-07-19,16-07-19,60,N,16-07-19,0,
BP190244,MLMCRB,01-07-19,16-07-19,9,N,16-07-19,0,
BP190245,MLGLM3,01-07-19,16-07-19,4500,N,16-07-19,0,
BP190246,MLFB200R,01-07-19,16-07-19,5040,N,16-07-19,0,
BP190247,MLCB,01-07-19,16-07-19,1000,N,16-07-19,0,
BP190248,MLGBNT,01-07-19,16-07-19,4000,N,16-07-19,0,
BP190249,MLPR20,01-07-19,16-07-19,50,N,16-07-19,0,
BP190250,MLI3070,01-07-19,16-07-19,130,N,16-07-19,0,
BP190251,MLTMDT,02-07-19,17-07-19,2200,N,17-07-19,0,
BP190252,MLMTPX5,02-07-19,17-07-19,11695,N,17-07-19,0,
BP190253,MLP4TC,02-07-19,17-07-19,3300,N,17-07-19,0,
BP190254,MLCLV,02-07-19,17-07-19,600,N,17-07-19,0,
BP190257,MLDPHL,03-07-19,18-07-19,394,N,18-07-19,0,
BP190258,MLROCU,03-07-19,18-07-19,40,N,18-07-19,0,
BP190259,MLMT500,04-07-19,19-07-19,13000,N,19-07-19,0,
BP190260,MLHXGL,04-07-19,19-07-19,300,N,19-07-19,0,
BP190261,MLAZFN,04-07-19,19-07-19,55,N,19-07-19,0,
BP190262,MLD10,04-07-19,19-07-19,448,N,19-07-19,0,
BP190263,MLECP,04-07-19,19-07-19,1500,N,19-07-19,0,
BP190264,MLFB200I,04-07-19,19-07-19,100,N,19-07-19,0,
BP190265,MLRDSR,04-07-19,19-07-19,16000,N,19-07-19,0,
BP190266,MLGLV70,04-07-19,19-07-19,1300,N,19-07-19,0,
BP190267,MLGLV75,04-07-19,19-07-19,1300,N,19-07-19,0,
BP190268,MLKLV65,04-07-19,19-07-19,1300,N,19-07-19,0,
BP190269,MLFMR,04-07-19,19-07-19,15000,N,19-07-19,0,
